,speaker,statement,sentiment,words,lemmatization
432,RYAN, The Taliban was protecting those people who were plotting against us.,0.0,"['taliban', 'protecting', 'people', 'plotting', 'us']","['taliban/NN', 'be/VB', 'protect/VB', 'person/NN', 'be/VB', 'plot/VB']"
433,TODD, You have 10 seconds.,0.0,['seconds'],"['have/VB', 'second/NN']"
434,RYAN, All I’m saying is if we want to go into elections and we want to say that we got to withdraw from the world that’s what President is saying.,0.1531,"['saying', 'want', 'go', 'elections', 'want', 'say', 'got', 'withdraw', 'world', 'president', 'saying']","['say/VB', 'be/VB', 'want/VB', 'go/VB', 'election/NN', 'want/VB', 'say/VB', 'get/VB', 'withdraw/VB', 'world/NN', 'president/NN', 'be/VB', 'say/VB']"
435,RYAN, We can’t. I would love for us to.,0.6369,"['would', 'love', 'us']",['love/VB']
436,GABBARD, We are helping Al Qaida right now in Saudi Arabia.,0.296,"['helping', 'al', 'qaida', 'right', 'saudi', 'arabia']","['be/VB', 'help/VB', 'al/NN', 'qaida/JJ', 'right/NN', 'now/RB', 'saudi/NN', 'arabia/NN']"
437,TODD, I’m going to go down the line here right now and finish up on foreign policy. It is a simple question what is our—what is the biggest threat to—what is—who is the geopolitical threat to the United States just give me a one word answer Congressman Delaney?,-0.6124,"['going', 'go', 'line', 'right', 'finish', 'foreign', 'policy', 'simple', 'question', 'biggest', 'threat', 'geopolitical', 'threat', 'united', 'states', 'give', 'one', 'word', 'answer', 'congressman', 'delaney']","['go/VB', 'go/VB', 'line/NN', 'here/RB', 'right/RB', 'now/RB', 'finish/VB', 'foreign/JJ', 'policy/NN', 'be/VB', 'simple/JJ', 'question/NN', 'be/VB', 'be/VB', 'biggest/JJ', 'threat/NN', 'be/VB', 'be/VB', 'geopolitical/JJ', 'threat/NN', 'united/NN', 'states/NN', 'just/RB', 'give/VB', 'one/NN', 'word/NN', 'answer/NN', 'congressman/NN', 'delaney/NN']"
438,DELANEY, Could you repeat the question?,0.0,"['could', 'repeat', 'question']","['repeat/VB', 'question/NN']"
439,TODD, Greatest geopolitical threat to the United States right now. Congressman Delaney?,0.5574,"['greatest', 'geopolitical', 'threat', 'united', 'states', 'right', 'congressman', 'delaney']","['greatest/JJ', 'geopolitical/JJ', 'threat/NN', 'united/NN', 'states/NN', 'right/RB', 'now/RB', 'congressman/NN', 'delaney/NN']"
440,DELANEY, Well the biggest geopolitical challenge is China but the biggest geopolitical threat remains nuclear weapons.,-0.8294,"['well', 'biggest', 'geopolitical', 'challenge', 'china', 'biggest', 'geopolitical', 'threat', 'remains', 'nuclear', 'weapons']","['well/RB', 'biggest/JJ', 'geopolitical/JJ', 'challenge/NN', 'be/VB', 'china/NN', 'biggest/JJ', 'geopolitical/JJ', 'threat/NN', 'remain/VB', 'nuclear/JJ', 'weapon/NN']"
441,DELANEY, So there’s a different question.,0.0,"['different', 'question']","['different/JJ', 'question/NN']"
442,TODD," Totally get it. Go ahead, Governor Inslee.",0.0,"['totally', 'get', 'go', 'ahead', 'governor', 'inslee']","['totally/RB', 'get/VB', 'go/VB', 'ahead/RB', 'governor/NN', 'inslee/NN']"
443,INSLEE, The biggest threat to the security of the United States is Donald Trump. There is no question about it.,-0.1027,"['biggest', 'threat', 'security', 'united', 'states', 'donald', 'trump', 'question']","['biggest/JJ', 'threat/NN', 'security/NN', 'united/NN', 'states/NN', 'be/VB', 'donald/JJ', 'trump/NN', 'there/RB', 'be/VB', 'question/NN']"
444,TODD, Congresswoman Gabbard.,0.0,"['congresswoman', 'gabbard']","['congresswoman/NN', 'gabbard/NN']"
445,GABBARD, The greatest,0.6369,['greatest'],['greatest/JJ']
446,TODD, Greatest geopolitical threat.,0.2023,"['greatest', 'geopolitical', 'threat']","['greatest/JJ', 'geopolitical/JJ', 'threat/NN']"
447,GABBARD, The greatest threat that we face is the fact we are at a greater risk of nuclear war today than ever before in history.,-0.4019,"['greatest', 'threat', 'face', 'fact', 'greater', 'risk', 'nuclear', 'war', 'today', 'ever', 'history']","['greatest/JJ', 'threat/NN', 'face/VB', 'be/VB', 'fact/NN', 'be/VB', 'greater/JJ', 'risk/NN', 'nuclear/JJ', 'war/NN', 'today/NN', 'ever/RB', 'history/NN']"
448,TODD, Congre—congress Senator Klobuchar.,0.0,"['senator', 'klobuchar']","['congre/NN', 'congress/NN', 'senator/NN', 'klobuchar/NN']"
449,KLOBUCHAR," Two threats—economic threat, China. Our—our major threat right now is what’s going on in the middle east with Iran if we don’t get our act together (INAUDIBLE).",-0.7783,"['two', 'threat', 'china', 'major', 'threat', 'right', 'going', 'middle', 'east', 'iran', 'get', 'act', 'together', 'inaudible']","['threat/NN', 'economic/JJ', 'threat/NN', 'china/NN', 'major/JJ', 'threat/NN', 'right/RB', 'now/RB', 'be/VB', 'go/VB', 'middle/JJ', 'iran/NN', 'don/VB', 'get/VB', 'act/NN', 'together/RB', 'inaudible/JJ']"
450,TODD, Slimmer than—slimmer than what we’ve been going here. One or two words.,0.0,"['slimmer', 'going', 'one', 'two', 'words']","['slimmer/JJ', 'slimmer/JJ', 'have/VB', 'be/VB', 'go/VB', 'here/RB', 'word/NN']"
451,O’ROURKE, Our existential threat is climate change. We have to confront it before it’s too late. Senator Warren?,-0.6249,"['existential', 'threat', 'climate', 'change', 'confront', 'late', 'senator', 'warren']","['existential/JJ', 'threat/NN', 'be/VB', 'climate/NN', 'change/NN', 'have/VB', 'confront/VB', 'too/RB', 'late/JJ', 'senator/NN', 'warren/NN']"
452,WARREN, Climate change.,0.0,"['climate', 'change']","['climate/NN', 'change/NN']"
453,TODD, Senator Booker.,0.0,"['senator', 'booker']","['senator/NN', 'booker/NN']"
454,BOOKER, Nuclear proliferation and climate change.,0.0,"['nuclear', 'proliferation', 'climate', 'change']","['nuclear/JJ', 'proliferation/NN', 'climate/NN', 'change/NN']"
455,TODD, Secretary Castro.,0.0,"['secretary', 'castro']","['secretary/NN', 'castro/NN']"
456,CASTRO, China and climate change.,0.0,"['china', 'climate', 'change']","['china/NN', 'climate/NN', 'change/NN']"
457,TODD, Congressman Ryan.,0.0,"['congressman', 'ryan']","['congressman/NN', 'ryan/NN']"
458,RYAN, China without a question. They’re wiping us around the world economically.,0.0,"['china', 'without', 'question', 'wiping', 'us', 'around', 'world', 'economically']","['china/NN', 'question/NN', 're/NN', 'wipe/VB', 'world/NN', 'economically/RB']"
459,TODD, And Mr. Mayor.,0.0,['mayor'],"['mr/JJ', 'mayor/NN']"
460,DEBLASIO, Russia because they’re trying to undermine our democracy and they’ve been doing a pretty damn good job of it and we need to stop them.,0.0,"['russia', 'trying', 'undermine', 'democracy', 'pretty', 'damn', 'good', 'job', 'need', 'stop']","['russia/NN', 're/NN', 'try/VB', 'undermine/VB', 'democracy/NN', 'have/VB', 'be/VB', 'do/VB', 'pretty/JJ', 'damn/NN', 'good/JJ', 'job/NN', 'need/VB', 'stop/VB']"
461,TODD," Alright, well",0.4767,"['alright', 'well']",['well/RB']
462,TODD," And I mean that. No, I mean that in a that is what this debate is about. This is the best part of—of a debate like this. Congressman over, Special Counsel Robert Mueller’s report outlines multiple instances of potential criminal behavior by President Trump, House Speaker Pelosi has publicly and privately resisted in the move toward impeachment in the House. If the House chooses not to impeach as president would you do anything to address the potential crimes that were outlined in Mister Mueller’s report?",0.5859,"['mean', 'mean', 'debate', 'best', 'part', 'debate', 'like', 'congressman', 'special', 'counsel', 'robert', 'mueller', 'report', 'outlines', 'multiple', 'instances', 'potential', 'criminal', 'behavior', 'president', 'trump', 'house', 'speaker', 'pelosi', 'publicly', 'privately', 'resisted', 'move', 'toward', 'impeachment', 'house', 'house', 'chooses', 'impeach', 'president', 'would', 'anything', 'address', 'potential', 'crimes', 'outlined', 'mister', 'mueller', 'report']","['mean/VB', 'mean/VB', 'be/VB', 'debate/NN', 'be/VB', 'be/VB', 'best/JJ', 'part/NN', 'debate/NN', 'congressman/NN', 'special/JJ', 'counsel/NN', 'robert/NN', 'mueller/NN', 'report/NN', 'outline/NN', 'multiple/JJ', 'instance/NN', 'potential/JJ', 'criminal/JJ', 'behavior/NN', 'president/NN', 'trump/NN', 'house/NN', 'speaker/NN', 'pelosi/NN', 'have/VB', 'publicly/RB', 'privately/RB', 'resist/VB', 'move/NN', 'impeachment/NN', 'house/NN', 'house/NN', 'choose/VB', 'not/RB', 'impeach/VB', 'president/NN', 'do/VB', 'anything/NN', 'address/VB', 'potential/JJ', 'crime/NN', 'be/VB', 'outlined/JJ', 'mister/NN', 'mueller/NN', 'report/NN']"
463,O’ROURKE," Yes, and I will tell you why.",0.4019,"['yes', 'tell']","['yes/RB', 'tell/VB']"
464,TODD, How by the way if the answer is yes?,0.4019,"['way', 'answer', 'yes']","['way/NN', 'answer/NN', 'be/VB', 'yes/RB']"
465,O’ROURKE," One of the most powerful pieces of art in the United States capital is the Trumbull painting of General George Washington resigning his commission to the Continental Congress at the height of his power submitting to the rule of law and the will of people. That has withstood the test of time for the last two hundred forty-three years. If we set another precedent now that a candidate who invited the participation of a foreign power, a president who sought to obstruct the investigation into the invasion of our democracy, if we allow him to get away with this with complete impunity then we will have set a new standard and that is that some people because of the position of power and public trust that they hold are above the law and we cannot allow that to stand. So we must begin impeachment now so that we have the facts and the truth and we followed them as far as they go and as high up as they reach and we save this democracy. And if we have not been able to do that in this year or the year that follows and under my administration our Department of Justice will pursue these facts and ensure that there are consequences, there is accountability and there is justice. It is the only way that we save this country.",0.9804,"['one', 'powerful', 'pieces', 'art', 'united', 'states', 'capital', 'trumbull', 'painting', 'general', 'george', 'washington', 'resigning', 'commission', 'continental', 'congress', 'height', 'power', 'submitting', 'rule', 'law', 'people', 'withstood', 'test', 'time', 'last', 'two', 'hundred', 'years', 'set', 'another', 'precedent', 'candidate', 'invited', 'participation', 'foreign', 'power', 'president', 'sought', 'obstruct', 'investigation', 'invasion', 'democracy', 'allow', 'get', 'away', 'complete', 'impunity', 'set', 'new', 'standard', 'people', 'position', 'power', 'public', 'trust', 'hold', 'law', 'allow', 'stand', 'must', 'begin', 'impeachment', 'facts', 'truth', 'followed', 'far', 'go', 'high', 'reach', 'save', 'democracy', 'able', 'year', 'year', 'follows', 'administration', 'department', 'justice', 'pursue', 'facts', 'ensure', 'consequences', 'accountability', 'justice', 'way', 'save', 'country']","['most/RB', 'powerful/JJ', 'piece/NN', 'art/NN', 'united/NN', 'states/NN', 'capital/NN', 'be/VB', 'trumbull/JJ', 'painting/NN', 'general/JJ', 'george/NN', 'washington/NN', 'resign/VB', 'commission/NN', 'continental/JJ', 'congress/NN', 'height/NN', 'power/NN', 'submit/VB', 'rule/NN', 'law/NN', 'person/NN', 'have/VB', 'withstand/VB', 'test/NN', 'time/NN', 'last/JJ', 'year/NN', 'set/VB', 'precedent/NN', 'now/RB', 'candidate/NN', 'invite/VB', 'participation/NN', 'foreign/JJ', 'power/NN', 'president/NN', 'seek/VB', 'obstruct/VB', 'investigation/NN', 'invasion/NN', 'democracy/NN', 'allow/VB', 'get/VB', 'away/RB', 'complete/JJ', 'impunity/NN', 'then/RB', 'have/VB', 'set/VB', 'new/JJ', 'standard/NN', 'be/VB', 'person/NN', 'position/NN', 'power/NN', 'public/JJ', 'trust/NN', 'hold/VB', 'be/VB', 'law/NN', 'allow/VB', 'stand/VB', 'begin/VB', 'impeachment/NN', 'now/RB', 'so/RB', 'have/VB', 'fact/NN', 'truth/NN', 'follow/VB', 'far/RB', 'go/VB', 'as/RB', 'high/JJ', 'reach/VB', 'save/VB', 'democracy/NN', 'have/VB', 'not/RB', 'be/VB', 'able/JJ', 'do/VB', 'year/NN', 'year/NN', 'follow/VB', 'administration/NN', 'department/NN', 'justice/NN', 'pursue/VB', 'fact/NN', 'ensure/VB', 'be/VB', 'consequence/NN', 'be/VB', 'accountability/NN', 'be/VB', 'justice/NN', 'be/VB', 'only/JJ', 'way/NN', 'save/VB', 'country/NN']"
466,TODD, Thank you Congressman O’Rourke.,0.3612,"['thank', 'congressman', 'rourke']","['thank/NN', 'congressman/NN', 'rourke/NN']"
467,MADDOW," Congressman Delaney, because of the accountability issues that Congressman O’Rourke was just describing their and the real political landscape in which Nancy Pelosi is saying that impeachment will not be pursued in the house it raises the prospect and the Mueller report raises the prospect that President Trump could be prosecuted for some of those potential crimes down the line. No U.S. president has ever been prosecuted for crimes after leaving office. Do you believe that President Trump could or should be the first?",-0.4588,"['congressman', 'delaney', 'accountability', 'issues', 'congressman', 'rourke', 'describing', 'real', 'political', 'landscape', 'nancy', 'pelosi', 'saying', 'impeachment', 'pursued', 'house', 'raises', 'prospect', 'mueller', 'report', 'raises', 'prospect', 'president', 'trump', 'could', 'prosecuted', 'potential', 'crimes', 'line', 'president', 'ever', 'prosecuted', 'crimes', 'leaving', 'office', 'believe', 'president', 'trump', 'could', 'first']","['congressman/NN', 'delaney/NN', 'accountability/NN', 'issue/NN', 'congressman/NN', 'rourke/NN', 'be/VB', 'just/RB', 'describe/VB', 'real/JJ', 'political/JJ', 'landscape/NN', 'nancy/NN', 'pelosi/NN', 'be/VB', 'say/VB', 'impeachment/NN', 'not/RB', 'be/VB', 'pursue/VB', 'house/NN', 'raise/VB', 'prospect/NN', 'mueller/NN', 'report/NN', 'raise/VB', 'prospect/NN', 'president/NN', 'trump/NN', 'be/VB', 'prosecute/VB', 'potential/JJ', 'crime/NN', 'line/NN', 'president/NN', 'have/VB', 'ever/RB', 'be/VB', 'prosecute/VB', 'crime/NN', 'leave/VB', 'office/NN', 'do/VB', 'believe/VB', 'president/NN', 'trump/NN', 'be/VB', 'first/JJ']"
468,DELANEY, I guess there’s always a first.,0.0,"['guess', 'always', 'first']","['guess/NN', 'always/RB', 'first/JJ']"
469,MADDOW, Should he be the first?,0.0,['first'],"['be/VB', 'first/JJ']"
470,DELANEY, I don’t think anyone’s above the law. I don’t think anyone is above the law including a president. I support Speaker Pelosi’s decisions that she is making in the House of Representatives right now as speaker. I think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined.,0.4019,"['think', 'anyone', 'law', 'think', 'anyone', 'law', 'including', 'president', 'support', 'speaker', 'pelosi', 'decisions', 'making', 'house', 'representatives', 'right', 'speaker', 'think', 'knows', 'decision', 'whether', 'impeach', 'president', 'candidates', 'combined']","['don/VB', 'think/NN', 'anyone/NN', 'law/NN', 'don/VB', 'think/NN', 'anyone/NN', 'be/VB', 'law/NN', 'include/VB', 'president/NN', 'support/NN', 'speaker/NN', 'pelosi/VB', 'decision/NN', 'be/VB', 'make/VB', 'house/NN', 'representative/NN', 'right/RB', 'now/RB', 'speaker/NN', 'think/NN', 'know/VB', 'more/RB', 'decision/NN', 'impeach/VB', 'president/NN', 'candidate/NN', 'combine/VB']"
471,MADDOW, Conceded on the issue of prosecution.,-0.4939,"['conceded', 'issue', 'prosecution']","['concede/VB', 'issue/NN', 'prosecution/NN']"
472,DELANEY," I do think no one is above the law and this president who is lawless should not be above the law. But I will tell you Rachel be one thing when you are out doing as much campaigning as I have done four hundred events, all 99 counties in Iowa this is not the number one issue the American people ask us about; it’s not. They want to know what we’re going to do for healthcare, how we are going to lower pharmaceutical prices, how we are going to build infrastructure, what we are going to do to create jobs in their communities. You know last year in our country eighty percent of the money for startup businesses went to fifty counties in this country. There is over three thousand counties in this country. That is what they care about. They care about what’s going on in the public schools. They care about what’s going on with jobs in their communities",0.7818,"['think', 'one', 'law', 'president', 'lawless', 'law', 'tell', 'rachel', 'one', 'thing', 'much', 'campaigning', 'done', 'four', 'hundred', 'events', 'counties', 'iowa', 'number', 'one', 'issue', 'american', 'people', 'ask', 'us', 'want', 'know', 'going', 'healthcare', 'going', 'lower', 'pharmaceutical', 'prices', 'going', 'build', 'infrastructure', 'going', 'create', 'jobs', 'communities', 'know', 'last', 'year', 'country', 'eighty', 'percent', 'money', 'startup', 'businesses', 'went', 'fifty', 'counties', 'country', 'three', 'thousand', 'counties', 'country', 'care', 'care', 'going', 'public', 'schools', 'care', 'going', 'jobs', 'communities']","['do/VB', 'think/VB', 'one/NN', 'be/VB', 'law/NN', 'president/NN', 'be/VB', 'lawless/JJ', 'not/RB', 'be/VB', 'law/NN', 'tell/VB', 'rachel/VB', 'be/VB', 'thing/NN', 'be/VB', 'do/VB', 'much/JJ', 'campaigning/NN', 'have/VB', 'do/VB', 'event/NN', 'county/NN', 'iowa/NN', 'be/VB', 'not/RB', 'number/NN', 'issue/NN', 'american/JJ', 'person/NN', 'ask/VB', 'not/RB', 'want/VB', 'know/VB', 're/NN', 'go/VB', 'do/VB', 'healthcare/NN', 'be/VB', 'go/VB', 'lower/VB', 'pharmaceutical/JJ', 'price/NN', 'be/VB', 'go/VB', 'build/VB', 'infrastructure/NN', 'be/VB', 'go/VB', 'do/VB', 'create/VB', 'job/NN', 'community/NN', 'know/VB', 'last/JJ', 'year/NN', 'country/NN', 'percent/NN', 'money/NN', 'startup/NN', 'business/NN', 'go/VB', 'county/NN', 'country/NN', 'there/RB', 'be/VB', 'county/NN', 'country/NN', 'be/VB', 'care/VB', 'care/VB', 'go/VB', 'public/JJ', 'school/NN', 'care/VB', 'go/VB', 'job/NN', 'community/NN']"
473,UNKNOWN, But Rachel,0.0,['rachel'],['rachel/RB']
474,DELANEY," with their healthcare, with infrastructure. These are the issues, these kind of kitchen table pocketbook issues are actually what most Americans care about. They—they never ask about the Mueller report.",0.539,"['healthcare', 'infrastructure', 'issues', 'kind', 'kitchen', 'table', 'pocketbook', 'issues', 'actually', 'americans', 'care', 'never', 'ask', 'mueller', 'report']","['healthcare/NN', 'infrastructure/NN', 'be/VB', 'issue/NN', 'kind/NN', 'kitchen/NN', 'table/NN', 'pocketbook/NN', 'issue/NN', 'be/VB', 'actually/RB', 'most/RB', 'americans/JJ', 'care/NN', 'never/RB', 'ask/VB', 'mueller/NN', 'report/NN']"
475,MADDOW," Congressman, thank you. Your time is up.",0.3612,"['congressman', 'thank', 'time']","['congressman/NN', 'thank/NN', 'time/NN', 'be/VB']"
476,DELANEY, They never ask about it. They want to know how we are going to solve these problems.,-0.1531,"['never', 'ask', 'want', 'know', 'going', 'solve', 'problems']","['never/RB', 'ask/VB', 'want/VB', 'know/VB', 'be/VB', 'go/VB', 'solve/VB', 'problem/NN']"
477,MADDOW," (INAUDIBLE) time, sir.",0.0,"['inaudible', 'time', 'sir']","['inaudible/JJ', 'time/NN', 'sir/NN']"
478,UNKNOWN," I still—Senator, I",0.0,[],"['still/RB', 'senator/NN']"
479,KLOBUCHAR, But if we let the Republicans run our election and if we do not do something about Russian interference in the election and we let Mitch McConnell stop all of the backup paper ballots and we are not going to get what we (INAUDIBLE).,-0.296,"['let', 'republicans', 'run', 'election', 'something', 'russian', 'interference', 'election', 'let', 'mitch', 'mcconnell', 'stop', 'backup', 'paper', 'ballots', 'going', 'get', 'inaudible']","['let/VB', 'republican/NN', 'run/VB', 'election/NN', 'do/VB', 'not/RB', 'do/VB', 'something/NN', 'russian/JJ', 'interference/NN', 'election/NN', 'let/VB', 'mitch/VB', 'stop/VB', 'backup/JJ', 'paper/NN', 'ballot/NN', 'be/VB', 'not/RB', 'go/VB', 'get/VB', 'inaudible/JJ']"
480,TODD, I—I have got to sneak in a—we blew through a break which is good news to give you more time. So I have got to sneak one end now. More of this debate it’s picking up here. It continues right after this.,0.4404,"['got', 'sneak', 'blew', 'break', 'good', 'news', 'give', 'time', 'got', 'sneak', 'one', 'end', 'debate', 'picking', 'continues', 'right']","['have/VB', 'get/VB', 'sneak/VB', 'blow/VB', 'break/NN', 'be/VB', 'good/JJ', 'news/NN', 'give/VB', 'more/JJ', 'time/NN', 'have/VB', 'get/VB', 'sneak/VB', 'end/NN', 'now/RB', 'more/JJ', 'debate/NN', 'pick/VB', 'here/RB', 'continue/VB', 'right/RB']"
481,HOLT," We are back from Miami, and it’s time now for closing statements. Each candidate has 45 seconds. We want to begin with former Congressman Delaney.",0.0772,"['back', 'miami', 'time', 'closing', 'statements', 'candidate', 'seconds', 'want', 'begin', 'former', 'congressman', 'delaney']","['be/VB', 'back/RB', 'miami/NN', 'time/NN', 'now/RB', 'close/VB', 'statement/NN', 'candidate/NN', 'have/VB', 'second/NN', 'want/VB', 'begin/VB', 'former/JJ', 'congressman/NN', 'delaney/NN']"
482,DELANEY, Closing now?,0.0,['closing'],"['closing/NN', 'now/RB']"
483,HOLT, Closing.,0.0,['closing'],['close/VB']
484,DELANEY, Okay.,0.2263,['okay'],['okay/JJ']
485,HOLT, Forty-five seconds. We could make—we could go on.,0.0,"['seconds', 'could', 'could', 'go']","['second/NN', 'make/VB', 'go/VB']"
486,DELANEY," Together we are on a mission. We’re on a mission to find the America that’s been lost, lost through infighting, lost through an action. We’re so much better than this. We’re a country that used to do things. We saved the world. We created the American dream for millions of people like myself, the grandson of immigrants, the son of a union electrician who went on to become a successful business leader and create thousands of jobs. But we did these things with real solutions, not with impossible promises. And those are the roots that we have to get back to. I’m running for president to solve these problems, to build infrastructure, to fix our broken health care system, to invest in communities that have been left behind, to improve public education. I just don’t want to be your president to be your president.",0.908,"['together', 'mission', 'mission', 'find', 'america', 'lost', 'lost', 'infighting', 'lost', 'action', 'much', 'better', 'country', 'used', 'things', 'saved', 'world', 'created', 'american', 'dream', 'millions', 'people', 'like', 'grandson', 'immigrants', 'son', 'union', 'electrician', 'went', 'become', 'successful', 'business', 'leader', 'create', 'thousands', 'jobs', 'things', 'real', 'solutions', 'impossible', 'promises', 'roots', 'get', 'back', 'running', 'president', 'solve', 'problems', 'build', 'infrastructure', 'fix', 'broken', 'health', 'care', 'system', 'invest', 'communities', 'left', 'behind', 'improve', 'public', 'education', 'want', 'president', 'president']","['together/RB', 'be/VB', 'mission/NN', 're/NN', 'mission/NN', 'find/VB', 'america/NN', 'be/VB', 'lose/VB', 'lose/VB', 'infighting/NN', 'lose/VB', 'action/NN', 're/NN', 'so/RB', 'much/RB', 'better/JJ', 're/NN', 'country/NN', 'used/JJ', 'do/VB', 'thing/NN', 'save/VB', 'world/NN', 'create/VB', 'american/JJ', 'dream/NN', 'million/NN', 'person/NN', 'grandson/NN', 'immigrant/NN', 'son/NN', 'union/NN', 'electrician/NN', 'go/VB', 'become/VB', 'successful/JJ', 'business/NN', 'leader/NN', 'create/VB', 'thousand/NN', 'job/NN', 'do/VB', 'thing/NN', 'real/JJ', 'solution/NN', 'not/RB', 'impossible/JJ', 'promise/NN', 'be/VB', 'root/NN', 'have/VB', 'get/VB', 'back/RB', 'run/VB', 'president/NN', 'solve/VB', 'problem/NN', 'build/VB', 'infrastructure/NN', 'fix/VB', 'broken/JJ', 'health/NN', 'care/NN', 'system/NN', 'invest/VB', 'community/NN', 'have/VB', 'be/VB', 'left/VB', 'improve/VB', 'public/JJ', 'education/NN', 'just/RB', 'don/VB', 'want/VB', 'be/VB', 'president/NN', 'be/VB', 'president/NN']"
487,HOLT," Congressman, your 45 seconds is over.",0.0,"['congressman', 'seconds']","['congressman/NN', 'second/NN', 'be/VB']"
488,DELANEY, I want to be your president to do the job.,0.0772,"['want', 'president', 'job']","['want/VB', 'be/VB', 'president/NN', 'do/VB', 'job/NN']"
489,HOLT," Thank you, sir.",0.3612,"['thank', 'sir']","['thank/NN', 'sir/NN']"
490,DELANEY, This is not about me. This is about getting America working again.,0.0,"['getting', 'america', 'working']","['be/VB', 'not/RB', 'be/VB', 'get/VB', 'working/NN', 'again/RB']"
491,HOLT, Thank you.,0.3612,['thank'],['thank/NN']
492,GUTHRIE," Mayor De Blasio? Mayor, your closing statement.",0.0,"['mayor', 'de', 'blasio', 'mayor', 'closing', 'statement']","['mayor/NN', 'blasio/JJ', 'mayor/NN', 'close/VB', 'statement/NN']"
493,DE BLASIO," It matters, it matters in this fight for the heart and soul of our party, that we nominate a candidate who has seen the face of poverty and didn’t just talk about it but gave people $15 minimum wage. It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal healthcare. It matters that we choose someone who saw the wasted potential of our children denied pre-K and gave it to every single one of them for free. These things really matter. And these are the things that I’ve done in New York, and I want to do the same for the whole country, because putting working people first, it matters. We need to be that party again. Let’s work together. With your help, we can put working people first again in America.",-0.2525,"['matters', 'matters', 'fight', 'heart', 'soul', 'party', 'nominate', 'candidate', 'seen', 'face', 'poverty', 'talk', 'gave', 'people', 'minimum', 'wage', 'matters', 'nominate', 'candidate', 'saw', 'destruction', 'wrought', 'broken', 'health', 'care', 'system', 'gave', 'people', 'universal', 'healthcare', 'matters', 'choose', 'someone', 'saw', 'wasted', 'potential', 'children', 'denied', 'gave', 'every', 'single', 'one', 'free', 'things', 'really', 'matter', 'things', 'done', 'new', 'york', 'want', 'whole', 'country', 'putting', 'working', 'people', 'first', 'matters', 'need', 'party', 'let', 'work', 'together', 'help', 'put', 'working', 'people', 'first', 'america']","['matter/VB', 'matter/NN', 'fight/NN', 'heart/NN', 'soul/NN', 'party/NN', 'nominate/VB', 'candidate/NN', 'have/VB', 'see/VB', 'face/NN', 'poverty/NN', 'didn/VB', 'just/RB', 'talk/VB', 'give/VB', 'person/NN', 'minimum/JJ', 'wage/NN', 'matter/VB', 'nominate/VB', 'candidate/NN', 'see/VB', 'destruction/NN', 'wrought/VB', 'broken/JJ', 'health/NN', 'care/NN', 'system/NN', 'give/VB', 'person/NN', 'universal/JJ', 'healthcare/NN', 'matter/VB', 'choose/VB', 'someone/NN', 'see/VB', 'waste/VB', 'potential/NN', 'child/NN', 'deny/VB', 'pre/JJ', 'give/VB', 'single/JJ', 'free/JJ', 'thing/NN', 'really/RB', 'matter/VB', 'be/VB', 'thing/NN', 'have/VB', 'do/VB', 'new/NN', 'york/NN', 'want/VB', 'do/VB', 'same/JJ', 'whole/JJ', 'country/NN', 'putt/VB', 'working/JJ', 'person/NN', 'first/JJ', 'matter/VB', 'need/VB', 'be/VB', 'party/NN', 'again/RB', 'let/VB', 'work/NN', 'together/RB', 'help/NN', 'put/VB', 'work/VB', 'person/NN', 'first/JJ', 'again/RB', 'america/NN']"
494,GUTHRIE," Thank you, Mayor De Blasio, right on time.",0.3612,"['thank', 'mayor', 'de', 'blasio', 'right', 'time']","['thank/NN', 'mayor/NN', 'blasio/NN', 'right/RB', 'time/NN']"
495,DIAZ-BALART," Governor Inslee, 45 seconds.",0.0,"['governor', 'inslee', 'seconds']","['governor/NN', 'inslee/NN', 'second/NN']"
