,speaker,statement,sentiment,words,lemmatization
341,DELANEY,  People (INAUDIBLE) real solutions not impossible promises.,-0.124,"['people', 'inaudible', 'real', 'solutions', 'impossible', 'promises']","['person/NN', 'inaudible/JJ', 'real/JJ', 'solution/NN', 'not/RB', 'impossible/JJ', 'promise/NN']"
342,TODD, Senator Booker hang on.,0.0,"['senator', 'booker', 'hang']","['senator/NN', 'booker/NN', 'hang/VB']"
343,RYAN, Chuck.,0.0,['chuck'],['chuck/NN']
344,TODD," I promised thirty—I promised to thirty is here. I am going to say Senator Booker thirty seconds you—how do you deal with Mitch—you have been in the Senate you can’t get bills on the floor right now with Mitch McConnell, presidents can’t do it. Is President Booker going to get his bills on the floor with Senator McConnell?",0.6124,"['promised', 'promised', 'thirty', 'going', 'say', 'senator', 'booker', 'thirty', 'seconds', 'deal', 'senate', 'get', 'bills', 'floor', 'right', 'mitch', 'mcconnell', 'presidents', 'president', 'booker', 'going', 'get', 'bills', 'floor', 'senator', 'mcconnell']","['promise/VB', 'promise/VB', 'be/VB', 'here/RB', 'be/VB', 'go/VB', 'say/VB', 'senator/NN', 'booker/NN', 'second/NN', 'do/VB', 'deal/VB', 'mitch/NN', 'have/VB', 'be/VB', 'senate/NN', 'get/NN', 'bill/NN', 'floor/NN', 'right/RB', 'now/RB', 'mitch/NN', 'mcconnell/NN', 'president/NN', 'do/VB', 'be/VB', 'president/NN', 'booker/NN', 'go/VB', 'get/VB', 'bill/NN', 'floor/NN', 'senator/NN', 'mcconnell/NN']"
345,BOOKER," You know when I got to the United States Senate going back to what De Blasio said as an African-American man in an African-American dominated community I knew one of the biggest issues was criminal justice reform from police accountability to dealing with the fact that we have a nation that has more African Americans under criminal supervision then all of the slaves in eighteen fifty and when I got to the Senate people told me we could not get a comprehensive criminal justice reform bill done. As my colleagues in the Senate know I fought on that bill from the day I got to the Senate, built coalitions across the aisle and today we passed the first step fact. Is not as far as I want to go but thousands of people will be liberated.",-0.2892,"['know', 'got', 'united', 'states', 'senate', 'going', 'back', 'de', 'blasio', 'said', 'man', 'dominated', 'community', 'knew', 'one', 'biggest', 'issues', 'criminal', 'justice', 'reform', 'police', 'accountability', 'dealing', 'fact', 'nation', 'african', 'americans', 'criminal', 'supervision', 'slaves', 'eighteen', 'fifty', 'got', 'senate', 'people', 'told', 'could', 'get', 'comprehensive', 'criminal', 'justice', 'reform', 'bill', 'done', 'colleagues', 'senate', 'know', 'fought', 'bill', 'day', 'got', 'senate', 'built', 'coalitions', 'across', 'aisle', 'today', 'passed', 'first', 'step', 'fact', 'far', 'want', 'go', 'thousands', 'people', 'liberated']","['know/VB', 'get/VB', 'united/NN', 'states/NN', 'senate/NN', 'go/VB', 'back/RB', 'blasio/NN', 'say/VB', 'african/JJ', 'american/JJ', 'man/NN', 'african/JJ', 'american/JJ', 'dominate/VB', 'community/NN', 'know/VB', 'biggest/JJ', 'issue/NN', 'be/VB', 'criminal/JJ', 'justice/NN', 'reform/NN', 'polouse/NN', 'accountability/NN', 'deal/VB', 'fact/NN', 'have/VB', 'nation/NN', 'have/VB', 'more/JJ', 'african/JJ', 'american/NN', 'criminal/JJ', 'supervision/NN', 'then/RB', 'slave/NN', 'get/VB', 'senate/NN', 'person/NN', 'tell/VB', 'not/RB', 'get/VB', 'comprehensive/JJ', 'criminal/JJ', 'justice/NN', 'reform/NN', 'bill/NN', 'do/VB', 'colleague/NN', 'senate/NN', 'know/VB', 'fight/VB', 'bill/NN', 'day/NN', 'get/VB', 'senate/NN', 'build/VB', 'coalition/NN', 'aisle/NN', 'today/NN', 'pass/VB', 'first/JJ', 'step/NN', 'fact/NN', 'be/VB', 'not/RB', 'far/RB', 'want/VB', 'go/VB', 'thousand/NN', 'person/NN', 'be/VB', 'liberate/VB']"
346,TODD, Thank you.,0.3612,['thank'],['thank/NN']
347,BOOKER, I have gotten—I have taken on tough problems people said we cannot achieve and I have been able to get things accomplished.,-0.0772,"['taken', 'tough', 'problems', 'people', 'said', 'achieve', 'able', 'get', 'things', 'accomplished']","['have/VB', 'get/VB', 'have/VB', 'take/VB', 'tough/JJ', 'problem/NN', 'person/NN', 'say/VB', 'achieve/VB', 'have/VB', 'be/VB', 'able/JJ', 'get/VB', 'thing/NN', 'accomplish/VB']"
348,TODD," Thank you, Senator Booker. Rachel has got the next question.",0.3612,"['thank', 'senator', 'booker', 'rachel', 'got', 'next', 'question']","['thank/NN', 'senator/NN', 'booker/NN', 'rachel/NN', 'have/VB', 'get/VB', 'next/JJ', 'question/NN']"
349,MADDOW," We are going to make—hold on, Governor. You are going to be happy with where we go. Governor Inslee this next question is to you. You got me? You got me? You have staked your candidacy on the issue of climate change. It is first, second and third priority for you. You have said it is all of the issues. Let’s get specific. We are here in Miami which is already experiencing serious flooding on sunny days as a result of sea level rise. Parts of Miami Beach and the keys could be underwater in our lifetimes. Does your plan save Miami?",0.8732,"['going', 'governor', 'going', 'happy', 'go', 'governor', 'inslee', 'next', 'question', 'got', 'got', 'staked', 'candidacy', 'issue', 'climate', 'change', 'first', 'second', 'third', 'priority', 'said', 'issues', 'let', 'get', 'specific', 'miami', 'already', 'experiencing', 'serious', 'flooding', 'sunny', 'days', 'result', 'sea', 'level', 'rise', 'parts', 'miami', 'beach', 'keys', 'could', 'underwater', 'lifetimes', 'plan', 'save', 'miami']","['be/VB', 'go/VB', 'make/VB', 'hold/VB', 'governor/NN', 'be/VB', 'go/VB', 'be/VB', 'happy/JJ', 'go/VB', 'governor/NN', 'inslee/NN', 'next/JJ', 'question/NN', 'be/VB', 'get/VB', 'get/VB', 'have/VB', 'stake/VB', 'candidacy/NN', 'issue/NN', 'climate/NN', 'change/NN', 'be/VB', 'first/JJ', 'second/JJ', 'third/JJ', 'priority/NN', 'have/VB', 'say/VB', 'be/VB', 'issue/NN', 'let/VB', 'get/VB', 'specific/JJ', 'be/VB', 'here/RB', 'miami/NN', 'be/VB', 'already/RB', 'experience/VB', 'serious/JJ', 'flood/VB', 'sunny/JJ', 'day/NN', 'result/NN', 'sea/NN', 'level/NN', 'rise/NN', 'part/NN', 'miami/NN', 'beach/NN', 'key/NN', 'be/VB', 'underwater/JJ', 'lifetime/NN', 'do/VB', 'plan/NN', 'save/VB', 'miami/NN']"
350,INSLEE," Yes, first by taking away the filibuster from Mitch McConnell to start with. We have to do that. Look it—look it, we are the first generation to feel the sting of climate change and we are the last that can do something about it. Our towns are burning, our fields are flooding, Miami is in the dated and we have to understand this is a climate crisis, and emergency and it is our last chance in the administration next one to do something about it and we need to do what I have done in my state. We of passed a one hundred percent clean electrical grid bill. We now have a vision statement and my plan has been called the gold standard of putting people to work. But the most important thing on this and the biggest decision for the American public is who is going to make this the first priority and I am the candidate and the only one who is saying this has to be the top priority of the United States, the organizing principle to mobilize the United States so that we can do what we have always done, lead the world and invent the future and put eight million people to work. That’s what we’re going to do.",0.8479,"['yes', 'first', 'taking', 'away', 'filibuster', 'mitch', 'mcconnell', 'start', 'look', 'first', 'generation', 'feel', 'sting', 'climate', 'change', 'last', 'something', 'towns', 'burning', 'fields', 'flooding', 'miami', 'dated', 'understand', 'climate', 'crisis', 'emergency', 'last', 'chance', 'administration', 'next', 'one', 'something', 'need', 'done', 'state', 'passed', 'one', 'hundred', 'percent', 'clean', 'electrical', 'grid', 'bill', 'vision', 'statement', 'plan', 'called', 'gold', 'standard', 'putting', 'people', 'work', 'important', 'thing', 'biggest', 'decision', 'american', 'public', 'going', 'make', 'first', 'priority', 'candidate', 'one', 'saying', 'top', 'priority', 'united', 'states', 'organizing', 'principle', 'mobilize', 'united', 'states', 'always', 'done', 'lead', 'world', 'invent', 'future', 'put', 'eight', 'million', 'people', 'work', 'going']","['yes/RB', 'first/JJ', 'take/VB', 'away/RB', 'filibuster/NN', 'mitch/NN', 'mcconnell/NN', 'start/VB', 'have/VB', 'do/VB', 'look/VB', 'look/VB', 'be/VB', 'first/JJ', 'generation/NN', 'feel/VB', 'sting/NN', 'climate/NN', 'change/NN', 'be/VB', 'last/JJ', 'do/VB', 'something/NN', 'town/NN', 'be/VB', 'burn/VB', 'field/NN', 'be/VB', 'flood/VB', 'miami/NN', 'be/VB', 'dated/JJ', 'have/VB', 'understand/VB', 'be/VB', 'climate/NN', 'crisis/NN', 'emergency/NN', 'be/VB', 'last/JJ', 'chance/NN', 'administration/NN', 'next/RB', 'do/VB', 'something/NN', 'need/VB', 'do/VB', 'have/VB', 'do/VB', 'state/NN', 'pass/VB', 'percent/NN', 'clean/JJ', 'electrical/JJ', 'grid/NN', 'bill/NN', 'now/RB', 'have/VB', 'vision/NN', 'statement/NN', 'plan/NN', 'have/VB', 'be/VB', 'call/VB', 'gold/NN', 'standard/NN', 'putt/VB', 'person/NN', 'work/VB', 'most/RB', 'important/JJ', 'thing/NN', 'biggest/JJ', 'decision/NN', 'american/JJ', 'public/NN', 'be/VB', 'be/VB', 'go/VB', 'make/VB', 'first/JJ', 'priority/NN', 'be/VB', 'candidate/NN', 'only/RB', 'be/VB', 'say/VB', 'have/VB', 'be/VB', 'top/JJ', 'priority/NN', 'united/NN', 'states/NN', 'organizing/JJ', 'principle/NN', 'mobilize/VB', 'united/NN', 'states/NN', 'do/VB', 'have/VB', 'always/RB', 'do/VB', 'lead/VB', 'world/NN', 'invent/VB', 'future/NN', 'put/VB', 'person/NN', 'work/VB', 're/NN', 'go/VB', 'do/VB']"
351,MADDOW, Governor—Governor Inslee.,0.0,['inslee'],"['governor/NN', 'governor/NN', 'inslee/NN']"
352,TODD," Congressman O’Rourke you have also put out a big climate change plan from your campaign. You want some big changes in a pretty short period of time including switching to renewable energy, pushing to replace gas powered cars in favor of electric ones. What is your message to a voter who supports the overall goal of what you are trying to do but suddenly feels as if government is telling them how to live and ordering them how to live? What is that balance like?",0.8406,"['congressman', 'rourke', 'also', 'put', 'big', 'climate', 'change', 'plan', 'campaign', 'want', 'big', 'changes', 'pretty', 'short', 'period', 'time', 'including', 'switching', 'renewable', 'energy', 'pushing', 'replace', 'gas', 'powered', 'cars', 'favor', 'electric', 'ones', 'message', 'voter', 'supports', 'overall', 'goal', 'trying', 'suddenly', 'feels', 'government', 'telling', 'live', 'ordering', 'live', 'balance', 'like']","['congressman/NN', 'rourke/NN', 'have/VB', 'also/RB', 'put/VB', 'big/JJ', 'climate/NN', 'change/NN', 'plan/NN', 'campaign/NN', 'want/VB', 'big/JJ', 'change/NN', 'pretty/JJ', 'short/JJ', 'period/NN', 'time/NN', 'include/VB', 'switching/JJ', 'renewable/JJ', 'energy/NN', 'push/VB', 'replace/VB', 'gas/NN', 'power/VB', 'car/NN', 'favor/NN', 'electric/JJ', 'one/NN', 'be/VB', 'message/NN', 'voter/NN', 'support/VB', 'overall/JJ', 'goal/NN', 'be/VB', 'try/VB', 'do/VB', 'suddenly/RB', 'feel/VB', 'government/NN', 'be/VB', 'tell/VB', 'live/VB', 'order/VB', 'live/VB', 'be/VB', 'balance/NN']"
353,O’ROURKE," I think you have got to bring everybody into the decisions and the solutions, to the challenges that we face. That is why we are traveling everywhere listening to everyone. We were in Pacific Junction, a town that had never meaningfully flooded be for just a bit against the Missouri River in Iowa and every home in that community had flooded. There were farms just outside of Pacific Junction(SP) that were effectively lakes. Those farmers already underwater in debt. There markets closed to them by trademark under this administration and now they don’t know what to do. We and our administration are going to fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We, in our administration, are going to fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We’re going to mobilize $5 trillion in this economy over the next 10 years. We’re going to free ourselves from a dependence on fossil fuels. And we’re going to put farmers and ranchers in the drivers seat, renewable and—and sustainable agriculture, to make sure that we capture more carbon out of the air and keep more of it in the soil, paying farmers for the environmental services that they want to provide. If all of us does all that we can, then we’re going to be able to keep this planet from warming another two degrees Celsius and in sure that we match what this country can do and live up to our promise that are potential.",0.91,"['think', 'got', 'bring', 'everybody', 'decisions', 'solutions', 'challenges', 'face', 'traveling', 'everywhere', 'listening', 'everyone', 'pacific', 'junction', 'town', 'never', 'meaningfully', 'flooded', 'bit', 'missouri', 'river', 'iowa', 'every', 'home', 'community', 'flooded', 'farms', 'outside', 'pacific', 'junction', 'sp', 'effectively', 'lakes', 'farmers', 'already', 'underwater', 'debt', 'markets', 'closed', 'trademark', 'administration', 'know', 'administration', 'going', 'fund', 'resiliency', 'communities', 'miami', 'houston', 'texas', 'places', 'front', 'lines', 'climate', 'change', 'today', 'administration', 'going', 'fund', 'resiliency', 'communities', 'miami', 'houston', 'texas', 'places', 'front', 'lines', 'climate', 'change', 'today', 'going', 'mobilize', 'trillion', 'economy', 'next', 'years', 'going', 'free', 'dependence', 'fossil', 'fuels', 'going', 'put', 'farmers', 'ranchers', 'drivers', 'seat', 'renewable', 'sustainable', 'agriculture', 'make', 'sure', 'capture', 'carbon', 'air', 'keep', 'soil', 'paying', 'farmers', 'environmental', 'services', 'want', 'provide', 'us', 'going', 'able', 'keep', 'planet', 'warming', 'another', 'two', 'degrees', 'celsius', 'sure', 'match', 'country', 'live', 'promise', 'potential']","['think/VB', 'have/VB', 'get/VB', 'bring/VB', 'everybody/NN', 'decision/NN', 'solution/NN', 'challenge/NN', 'face/VB', 'be/VB', 'be/VB', 'travele/VB', 'everywhere/RB', 'listen/VB', 'everyone/NN', 'be/VB', 'pacific/JJ', 'junction/NN', 'town/NN', 'have/VB', 'never/RB', 'meaningfully/RB', 'flood/VB', 'be/VB', 'just/RB', 'bit/NN', 'missouri/JJ', 'river/NN', 'iowa/NN', 'home/NN', 'community/NN', 'have/VB', 'flood/VB', 'be/VB', 'farm/NN', 'just/RB', 'outside/JJ', 'pacific/JJ', 'junction/NN', 'sp/NN', 'be/VB', 'effectively/RB', 'lake/NN', 'farmer/NN', 'already/RB', 'underwater/JJ', 'debt/NN', 'market/NN', 'close/VB', 'trademark/NN', 'administration/NN', 'now/RB', 'don/VB', 'know/VB', 'do/VB', 'administration/NN', 'be/VB', 'go/VB', 'fund/VB', 'resiliency/NN', 'community/NN', 'miami/NN', 'houston/NN', 'texas/NN', 'place/NN', 'be/VB', 'front/JJ', 'line/NN', 'climate/NN', 'change/NN', 'today/NN', 'administration/NN', 'be/VB', 'go/VB', 'fund/VB', 'resiliency/NN', 'community/NN', 'miami/NN', 'houston/NN', 'texas/NN', 'place/NN', 'be/VB', 'front/JJ', 'line/NN', 'climate/NN', 'change/NN', 'today/NN', 're/NN', 'go/VB', 'mobilize/VB', 'economy/NN', 'next/JJ', 'year/NN', 're/NN', 'go/VB', 'free/VB', 'dependence/NN', 'fossil/JJ', 'fuel/NN', 're/NN', 'go/VB', 'put/VB', 'farmer/NN', 'rancher/NN', 'driver/NN', 'seat/NN', 'renewable/JJ', 'sustainable/JJ', 'agriculture/NN', 'make/VB', 'sure/JJ', 'capture/VB', 'more/JJ', 'carbon/NN', 'air/NN', 'keep/VB', 'more/JJ', 'soil/NN', 'pay/VB', 'farmer/NN', 'environmental/JJ', 'service/NN', 'want/VB', 'provide/VB', 'do/VB', 'then/RB', 're/NN', 'go/VB', 'be/VB', 'able/JJ', 'keep/VB', 'planet/NN', 'warm/VB', 'degree/NN', 'celsius/NN', 'sure/JJ', 'match/VB', 'country/NN', 'do/VB', 'live/VB', 'promise/NN', 'be/VB', 'potential/JJ']"
354,TODD," Thirty seconds, Secretary Castro. Does—who pays for the mitigation to climate, whether it’s building seawalls, for people that are perhaps living in places that they shouldn’t be living? Is this a federal government issue that needs to do that. Do they have to move these people? What do you do about that, where—where maybe they’re—they’re building a house someplace that is it safe? Who pays to build that house, and how much should the government be bailing them out?",0.594,"['thirty', 'seconds', 'secretary', 'castro', 'pays', 'mitigation', 'climate', 'whether', 'building', 'seawalls', 'people', 'perhaps', 'living', 'places', 'living', 'federal', 'government', 'issue', 'needs', 'move', 'people', 'maybe', 'building', 'house', 'someplace', 'safe', 'pays', 'build', 'house', 'much', 'government', 'bailing']","['second/NN', 'secretary/NN', 'castro/NN', 'do/VB', 'pay/VB', 'mitigation/NN', 'climate/NN', 'building/NN', 'seawall/NN', 'person/NN', 'be/VB', 'perhaps/RB', 'live/VB', 'place/NN', 'shouldn/VB', 'be/VB', 'living/JJ', 'be/VB', 'federal/JJ', 'government/NN', 'issue/NN', 'need/VB', 'do/VB', 'do/VB', 'have/VB', 'move/VB', 'person/NN', 'do/VB', 'do/VB', 'about/RB', 'maybe/RB', 're/NN', 're/NN', 'build/VB', 'house/NN', 'someplace/RB', 'be/VB', 'safe/JJ', 'pay/VB', 'build/VB', 'house/NN', 'much/JJ', 'government/NN', 'be/VB', 'bail/VB', 'out/RB']"
